"nrInst","nrAgencia","cdClient","nmClient","nrCpfCnpj","nrContrato","dtContrato","qtPrestacoes","vlTotal","cdProduto","dsProduto","cdCarteira","dsCarteira","nrProposta","nrPresta","tpPresta","nrSeqPre","dtVctPre","vlPresta","vlMora","vlMulta","vlOutAcr","vlIof","vlDescon","vlAtual","idSituac","idSitVen","isValidCpfOrCNPJ","isPaymentValid","vlTotalBRL","vlPrestaBRL","vlMoraBRL","vlMultaBRL","vlAtualBRL"
"185","23","25995","CLIENTE 846","514503918661","649578","20240910","8","15445.62","1152","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","323588","4","Original","0","20221009","46619.2","76393.08","13218.65","0","0","0","136230.93","Aberta","Vencida",false,,"R$ 15.445,62","R$ 46.619,20","R$ 76.393,08","R$ 13.218,65","R$ 136.230,93"
"185","23","25995","CLIENTE 846","514503918661","649578","20240910","8","15445.62","1152","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","323588","5","Original","0","20230912","31846.38","61512.63","9960.16","0","0","0","103319.17","Aberta","Vencida",false,,"R$ 15.445,62","R$ 31.846,38","R$ 61.512,63","R$ 9.960,16","R$ 103.319,17"
"185","23","25995","CLIENTE 846","514503918661","649578","20240910","8","15445.62","1152","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","323588","6","Original","0","20240212","687.09","10919.87","3757.99","0","0","0","15364.95","Aberta","Vencida",false,,"R$ 15.445,62","R$ 687,09","R$ 10.919,87","R$ 3.757,99","R$ 15.364,95"
"185","23","25995","CLIENTE 846","514503918661","649578","20240910","8","15445.62","1152","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","323588","7","Original","0","20230901","10000.98","70919.16","28976.19","0","0","0","109896.33","Aberta","Vencida",false,,"R$ 15.445,62","R$ 10.000,98","R$ 70.919,16","R$ 28.976,19","R$ 109.896,33"
"185","23","25995","CLIENTE 846","514503918661","649578","20240910","8","15445.62","1152","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","323588","8","Original","0","20231009","11557.9","50604.88","17857.21","0","0","0","80019.98999999999","Aberta","Vencida",false,,"R$ 15.445,62","R$ 11.557,90","R$ 50.604,88","R$ 17.857,21","R$ 80.019,99"
"185","23","25995","CLIENTE 846","514503918661","649578","20240910","8","15445.62","1152","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","323588","9","Original","0","20240101","28506.22","74025.01","26786.5","0","0","0","129317.73","Aberta","Vencida",false,,"R$ 15.445,62","R$ 28.506,22","R$ 74.025,01","R$ 26.786,50","R$ 129.317,73"
"121","29","74895","CLIENTE 847","776081075415","971588","20240214","7","17123.2","1002","CDC PESSOA JURIDICA","11","CRÉDITO DIRETO AO CONSUMIDOR","159501","2","Original","0","20231125","55418.58","33041.2","45131.2","0","0","0","133590.97999999998","Aberta","Vencida",false,,"R$ 17.123,20","R$ 55.418,58","R$ 33.041,20","R$ 45.131,20","R$ 133.590,98"
"121","29","74895","CLIENTE 847","776081075415","971588","20240214","7","17123.2","1002","CDC PESSOA JURIDICA","11","CRÉDITO DIRETO AO CONSUMIDOR","159501","3","Original","0","20240503","29271.06","93292.84","91047.3","0","0","0","213611.2","Aberta","Vencida",false,,"R$ 17.123,20","R$ 29.271,06","R$ 93.292,84","R$ 91.047,30","R$ 213.611,20"
"121","29","74895","CLIENTE 847","776081075415","971588","20240214","7","17123.2","1002","CDC PESSOA JURIDICA","11","CRÉDITO DIRETO AO CONSUMIDOR","159501","4","Original","0","20221107","9162.49","28084.75","12451.96","0","0","0","49699.2","Aberta","Vencida",false,,"R$ 17.123,20","R$ 9.162,49","R$ 28.084,75","R$ 12.451,96","R$ 49.699,20"
"121","29","74895","CLIENTE 847","776081075415","971588","20240214","7","17123.2","1002","CDC PESSOA JURIDICA","11","CRÉDITO DIRETO AO CONSUMIDOR","159501","5","Original","0","20221127","6753.46","32662.73","68727.99","0","0","0","108144.18000000001","Aberta","Vencida",false,,"R$ 17.123,20","R$ 6.753,46","R$ 32.662,73","R$ 68.727,99","R$ 108.144,18"
"121","29","74895","CLIENTE 847","776081075415","971588","20240214","7","17123.2","1002","CDC PESSOA JURIDICA","11","CRÉDITO DIRETO AO CONSUMIDOR","159501","6","Original","0","20230818","91382.29","18422.64","12736.8","0","0","0","122541.73","Aberta","Vencida",false,,"R$ 17.123,20","R$ 91.382,29","R$ 18.422,64","R$ 12.736,80","R$ 122.541,73"
"121","29","74895","CLIENTE 847","776081075415","971588","20240214","7","17123.2","1002","CDC PESSOA JURIDICA","11","CRÉDITO DIRETO AO CONSUMIDOR","159501","7","Original","0","20220424","31834.73","30134.28","72963.08","0","0","0","134932.09","Aberta","Vencida",false,,"R$ 17.123,20","R$ 31.834,73","R$ 30.134,28","R$ 72.963,08","R$ 134.932,09"
"121","29","74895","CLIENTE 847","776081075415","971588","20240214","7","17123.2","1002","CDC PESSOA JURIDICA","11","CRÉDITO DIRETO AO CONSUMIDOR","159501","8","Original","0","20240224","58827.06","84536.79","75106.17","0","0","0","218470.01999999996","Aberta","Vencida",false,,"R$ 17.123,20","R$ 58.827,06","R$ 84.536,79","R$ 75.106,17","R$ 218.470,02"
"491","28","63338","CLIENTE 848","759660830461","16164","20240217","9","99817.73","541","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","611942","2","Original","0","20230205","35284.65","82165.86","45318.69","0","0","0","162769.2","Aberta","Vencida",false,,"R$ 99.817,73","R$ 35.284,65","R$ 82.165,86","R$ 45.318,69","R$ 162.769,20"
"491","28","63338","CLIENTE 848","759660830461","16164","20240217","9","99817.73","541","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","611942","3","Original","0","20230902","92082.18","69945.12","53099.92","0","0","0","215127.21999999997","Aberta","Vencida",false,,"R$ 99.817,73","R$ 92.082,18","R$ 69.945,12","R$ 53.099,92","R$ 215.127,22"
"491","28","63338","CLIENTE 848","759660830461","16164","20240217","9","99817.73","541","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","611942","4","Original","0","20231207","81882.2","40936.76","87317.89","0","0","0","210136.84999999998","Aberta","Vencida",false,,"R$ 99.817,73","R$ 81.882,20","R$ 40.936,76","R$ 87.317,89","R$ 210.136,85"
"491","28","63338","CLIENTE 848","759660830461","16164","20240217","9","99817.73","541","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","611942","5","Original","0","20220205","42077","12914.98","48283.54","0","0","0","103275.51999999999","Aberta","Vencida",false,,"R$ 99.817,73","R$ 42.077,00","R$ 12.914,98","R$ 48.283,54","R$ 103.275,52"
"491","28","63338","CLIENTE 848","759660830461","16164","20240217","9","99817.73","541","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","611942","6","Original","0","20230105","31134.93","59426.64","30108.02","0","0","0","120669.59000000001","Aberta","Vencida",false,,"R$ 99.817,73","R$ 31.134,93","R$ 59.426,64","R$ 30.108,02","R$ 120.669,59"
"491","28","63338","CLIENTE 848","759660830461","16164","20240217","9","99817.73","541","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","611942","7","Original","0","20220910","74283.82","90905.27","78472.61","0","0","0","243661.7","Aberta","Vencida",false,,"R$ 99.817,73","R$ 74.283,82","R$ 90.905,27","R$ 78.472,61","R$ 243.661,70"
"491","28","63338","CLIENTE 848","759660830461","16164","20240217","9","99817.73","541","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","611942","8","Original","0","20231227","753.15","68121.72","6912.99","0","0","0","75787.86","Aberta","Vencida",false,,"R$ 99.817,73","R$ 753,15","R$ 68.121,72","R$ 6.912,99","R$ 75.787,86"
"491","28","63338","CLIENTE 848","759660830461","16164","20240217","9","99817.73","541","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","611942","9","Original","0","20231203","52101.08","67698.62","22458.04","0","0","0","142257.74","Aberta","Vencida",false,,"R$ 99.817,73","R$ 52.101,08","R$ 67.698,62","R$ 22.458,04","R$ 142.257,74"
"491","28","63338","CLIENTE 848","759660830461","16164","20240217","9","99817.73","541","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","611942","10","Original","0","20240523","56832.73","62525.09","14593.55","0","0","0","133951.37","Aberta","Vencida",false,,"R$ 99.817,73","R$ 56.832,73","R$ 62.525,09","R$ 14.593,55","R$ 133.951,37"
"284","22","92545","CLIENTE 849","112151935000","357992","20220508","4","47242.86","1589","CDC PESSOA JURIDICA","8","CRÉDITO DIRETO AO CONSUMIDOR","997411","2","Original","0","20230715","80696.39","39827.09","47924.5","0","0","0","168447.97999999998","Aberta","Vencida",false,,"R$ 47.242,86","R$ 80.696,39","R$ 39.827,09","R$ 47.924,50","R$ 168.447,98"
"284","22","92545","CLIENTE 849","112151935000","357992","20220508","4","47242.86","1589","CDC PESSOA JURIDICA","8","CRÉDITO DIRETO AO CONSUMIDOR","997411","3","Original","0","20240911","54851.02","98118.34","83958.65","0","0","0","236928.00999999998","Aberta","Vencida",false,,"R$ 47.242,86","R$ 54.851,02","R$ 98.118,34","R$ 83.958,65","R$ 236.928,01"
"284","22","92545","CLIENTE 849","112151935000","357992","20220508","4","47242.86","1589","CDC PESSOA JURIDICA","8","CRÉDITO DIRETO AO CONSUMIDOR","997411","4","Original","0","20240502","49677.89","56706.93","17079.4","0","0","0","123464.22","Aberta","Vencida",false,,"R$ 47.242,86","R$ 49.677,89","R$ 56.706,93","R$ 17.079,40","R$ 123.464,22"
"284","22","92545","CLIENTE 849","112151935000","357992","20220508","4","47242.86","1589","CDC PESSOA JURIDICA","8","CRÉDITO DIRETO AO CONSUMIDOR","997411","5","Original","0","20230603","7534.16","19286.59","97131.01","0","0","0","123951.76","Aberta","Vencida",false,,"R$ 47.242,86","R$ 7.534,16","R$ 19.286,59","R$ 97.131,01","R$ 123.951,76"
"639","10","22724","CLIENTE 850","746462787542","179113","20230906","8","89357","1380","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","175934","2","Original","0","20240801","74704.21","83334.22","11109.61","0","0","0","169148.03999999998","Aberta","Vencida",false,,"R$ 89.357,00","R$ 74.704,21","R$ 83.334,22","R$ 11.109,61","R$ 169.148,04"
"639","10","22724","CLIENTE 850","746462787542","179113","20230906","8","89357","1380","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","175934","3","Original","0","20241103","16447.19","59284.53","39734.89","0","0","0","115466.61","Aberta","Vencida",false,,"R$ 89.357,00","R$ 16.447,19","R$ 59.284,53","R$ 39.734,89","R$ 115.466,61"
"639","10","22724","CLIENTE 850","746462787542","179113","20230906","8","89357","1380","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","175934","4","Original","0","20240811","81205.01","96564.69","99775.34","0","0","0","277545.04000000004","Aberta","Vencida",false,,"R$ 89.357,00","R$ 81.205,01","R$ 96.564,69","R$ 99.775,34","R$ 277.545,04"
"639","10","22724","CLIENTE 850","746462787542","179113","20230906","8","89357","1380","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","175934","5","Original","0","20221006","29760.79","57586.57","51408.32","0","0","0","138755.68","Aberta","Vencida",false,,"R$ 89.357,00","R$ 29.760,79","R$ 57.586,57","R$ 51.408,32","R$ 138.755,68"
"639","10","22724","CLIENTE 850","746462787542","179113","20230906","8","89357","1380","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","175934","6","Original","0","20221121","58326.22","3173.87","32032.37","0","0","0","93532.46","Aberta","Vencida",false,,"R$ 89.357,00","R$ 58.326,22","R$ 3.173,87","R$ 32.032,37","R$ 93.532,46"
"639","10","22724","CLIENTE 850","746462787542","179113","20230906","8","89357","1380","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","175934","7","Original","0","20231013","95937.3","2313.3","58945.84","0","0","0","157196.44","Aberta","Vencida",false,,"R$ 89.357,00","R$ 95.937,30","R$ 2.313,30","R$ 58.945,84","R$ 157.196,44"
"639","10","22724","CLIENTE 850","746462787542","179113","20230906","8","89357","1380","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","175934","8","Original","0","20220624","5316.8","20059.43","92551.99","0","0","0","117928.22","Aberta","Vencida",false,,"R$ 89.357,00","R$ 5.316,80","R$ 20.059,43","R$ 92.551,99","R$ 117.928,22"
"639","10","22724","CLIENTE 850","746462787542","179113","20230906","8","89357","1380","CDC PESSOA JURIDICA","9","CRÉDITO DIRETO AO CONSUMIDOR","175934","9","Original","0","20231226","56666.93","15971.94","82189.68","0","0","0","154828.55","Aberta","Vencida",false,,"R$ 89.357,00","R$ 56.666,93","R$ 15.971,94","R$ 82.189,68","R$ 154.828,55"
"1591","5","21264","CLIENTE 851","132180053226","995054","20220316","5","80933.9","957","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","87592","2","Original","0","20240426","78697.81","1680.02","55489.54","0","0","0","135867.37","Aberta","Vencida",false,,"R$ 80.933,90","R$ 78.697,81","R$ 1.680,02","R$ 55.489,54","R$ 135.867,37"
"1591","5","21264","CLIENTE 851","132180053226","995054","20220316","5","80933.9","957","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","87592","3","Original","0","20240401","43634.98","336.82","46405.21","0","0","0","90377.01000000001","Aberta","Vencida",false,,"R$ 80.933,90","R$ 43.634,98","R$ 336,82","R$ 46.405,21","R$ 90.377,01"
"1591","5","21264","CLIENTE 851","132180053226","995054","20220316","5","80933.9","957","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","87592","4","Original","0","20241228","53086.65","34328.21","80907.95","0","0","0","168322.81","Aberta","Vencida",false,,"R$ 80.933,90","R$ 53.086,65","R$ 34.328,21","R$ 80.907,95","R$ 168.322,81"
"1591","5","21264","CLIENTE 851","132180053226","995054","20220316","5","80933.9","957","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","87592","5","Original","0","20241216","55318.94","23135.12","35673.22","0","0","0","114127.28","Aberta","Vencida",false,,"R$ 80.933,90","R$ 55.318,94","R$ 23.135,12","R$ 35.673,22","R$ 114.127,28"
"1591","5","21264","CLIENTE 851","132180053226","995054","20220316","5","80933.9","957","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","87592","6","Original","0","20230125","84238.85","1769.58","54674.98","0","0","0","140683.41","Aberta","Vencida",false,,"R$ 80.933,90","R$ 84.238,85","R$ 1.769,58","R$ 54.674,98","R$ 140.683,41"
"1248","28","32611","CLIENTE 852","224068272778","865105","20240909","7","86828.35","150","CDC PESSOA JURIDICA","4","CRÉDITO DIRETO AO CONSUMIDOR","372910","2","Original","0","20220725","63999.58","15404.21","22464.69","0","0","0","101868.48000000001","Aberta","Vencida",false,,"R$ 86.828,35","R$ 63.999,58","R$ 15.404,21","R$ 22.464,69","R$ 101.868,48"
"1248","28","32611","CLIENTE 852","224068272778","865105","20240909","7","86828.35","150","CDC PESSOA JURIDICA","4","CRÉDITO DIRETO AO CONSUMIDOR","372910","3","Original","0","20230710","9608.97","39659","38092.01","0","0","0","87359.98000000001","Aberta","Vencida",false,,"R$ 86.828,35","R$ 9.608,97","R$ 39.659,00","R$ 38.092,01","R$ 87.359,98"
"1248","28","32611","CLIENTE 852","224068272778","865105","20240909","7","86828.35","150","CDC PESSOA JURIDICA","4","CRÉDITO DIRETO AO CONSUMIDOR","372910","4","Original","0","20230422","95546.12","6998.4","89629.76","0","0","0","192174.27999999997","Aberta","Vencida",false,,"R$ 86.828,35","R$ 95.546,12","R$ 6.998,40","R$ 89.629,76","R$ 192.174,28"
"1248","28","32611","CLIENTE 852","224068272778","865105","20240909","7","86828.35","150","CDC PESSOA JURIDICA","4","CRÉDITO DIRETO AO CONSUMIDOR","372910","5","Original","0","20230524","39958.7","94572.7","35504.64","0","0","0","170036.03999999998","Aberta","Vencida",false,,"R$ 86.828,35","R$ 39.958,70","R$ 94.572,70","R$ 35.504,64","R$ 170.036,04"
"1248","28","32611","CLIENTE 852","224068272778","865105","20240909","7","86828.35","150","CDC PESSOA JURIDICA","4","CRÉDITO DIRETO AO CONSUMIDOR","372910","6","Original","0","20240114","64470.36","18025.05","8921.59","0","0","0","91417","Aberta","Vencida",false,,"R$ 86.828,35","R$ 64.470,36","R$ 18.025,05","R$ 8.921,59","R$ 91.417,00"
"1248","28","32611","CLIENTE 852","224068272778","865105","20240909","7","86828.35","150","CDC PESSOA JURIDICA","4","CRÉDITO DIRETO AO CONSUMIDOR","372910","7","Original","0","20220305","25881.48","91567.74","9940.72","0","0","0","127389.94","Aberta","Vencida",false,,"R$ 86.828,35","R$ 25.881,48","R$ 91.567,74","R$ 9.940,72","R$ 127.389,94"
"1248","28","32611","CLIENTE 852","224068272778","865105","20240909","7","86828.35","150","CDC PESSOA JURIDICA","4","CRÉDITO DIRETO AO CONSUMIDOR","372910","8","Original","0","20240912","86911.76","92854.81","73788.85","0","0","0","253555.42","Aberta","Vencida",false,,"R$ 86.828,35","R$ 86.911,76","R$ 92.854,81","R$ 73.788,85","R$ 253.555,42"
"1144","28","18419","CLIENTE 853","897422940107","98240","20240201","6","88666.41","1889","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","265831","2","Original","0","20230205","84503.32","4143.31","18752.88","0","0","0","107399.51000000001","Aberta","Vencida",false,,"R$ 88.666,41","R$ 84.503,32","R$ 4.143,31","R$ 18.752,88","R$ 107.399,51"
"1144","28","18419","CLIENTE 853","897422940107","98240","20240201","6","88666.41","1889","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","265831","3","Original","0","20231216","33390.6","3534.84","54259.01","0","0","0","91184.45000000001","Aberta","Vencida",false,,"R$ 88.666,41","R$ 33.390,60","R$ 3.534,84","R$ 54.259,01","R$ 91.184,45"
"1144","28","18419","CLIENTE 853","897422940107","98240","20240201","6","88666.41","1889","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","265831","4","Original","0","20220701","79812.53","35160.32","75416.22","0","0","0","190389.07","Aberta","Vencida",false,,"R$ 88.666,41","R$ 79.812,53","R$ 35.160,32","R$ 75.416,22","R$ 190.389,07"
"1144","28","18419","CLIENTE 853","897422940107","98240","20240201","6","88666.41","1889","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","265831","5","Original","0","20230622","92928.87","74597.47","13364.71","0","0","0","180891.05","Aberta","Vencida",false,,"R$ 88.666,41","R$ 92.928,87","R$ 74.597,47","R$ 13.364,71","R$ 180.891,05"
"1144","28","18419","CLIENTE 853","897422940107","98240","20240201","6","88666.41","1889","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","265831","6","Original","0","20240423","42299.97","80578.07","4994.42","0","0","0","127872.46","Aberta","Vencida",false,,"R$ 88.666,41","R$ 42.299,97","R$ 80.578,07","R$ 4.994,42","R$ 127.872,46"
"1144","28","18419","CLIENTE 853","897422940107","98240","20240201","6","88666.41","1889","CDC PESSOA JURIDICA","19","CRÉDITO DIRETO AO CONSUMIDOR","265831","7","Original","0","20220907","95237.81","8189.76","86786.77","0","0","0","190214.34","Aberta","Vencida",false,,"R$ 88.666,41","R$ 95.237,81","R$ 8.189,76","R$ 86.786,77","R$ 190.214,34"
"504","33","28467","CLIENTE 854","443423339114","964267","20220126","9","21018.56","923","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","817874","2","Original","0","20220317","2536.16","94603.98","58516.34","0","0","0","155656.47999999998","Aberta","Vencida",false,,"R$ 21.018,56","R$ 2.536,16","R$ 94.603,98","R$ 58.516,34","R$ 155.656,48"
"504","33","28467","CLIENTE 854","443423339114","964267","20220126","9","21018.56","923","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","817874","3","Original","0","20231128","38840.36","87245","47058.82","0","0","0","173144.18","Aberta","Vencida",false,,"R$ 21.018,56","R$ 38.840,36","R$ 87.245,00","R$ 47.058,82","R$ 173.144,18"
"504","33","28467","CLIENTE 854","443423339114","964267","20220126","9","21018.56","923","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","817874","4","Original","0","20220715","62122.37","970.57","65283.37","0","0","0","128376.31","Aberta","Vencida",false,,"R$ 21.018,56","R$ 62.122,37","R$ 970,57","R$ 65.283,37","R$ 128.376,31"
"504","33","28467","CLIENTE 854","443423339114","964267","20220126","9","21018.56","923","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","817874","5","Original","0","20221020","41052.43","33500.07","66744.93","0","0","0","141297.43","Aberta","Vencida",false,,"R$ 21.018,56","R$ 41.052,43","R$ 33.500,07","R$ 66.744,93","R$ 141.297,43"
"504","33","28467","CLIENTE 854","443423339114","964267","20220126","9","21018.56","923","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","817874","6","Original","0","20230611","72879.57","14336.6","44823.24","0","0","0","132039.41","Aberta","Vencida",false,,"R$ 21.018,56","R$ 72.879,57","R$ 14.336,60","R$ 44.823,24","R$ 132.039,41"
"504","33","28467","CLIENTE 854","443423339114","964267","20220126","9","21018.56","923","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","817874","7","Original","0","20240507","87084.7","95834.07","36641.19","0","0","0","219559.96000000002","Aberta","Vencida",false,,"R$ 21.018,56","R$ 87.084,70","R$ 95.834,07","R$ 36.641,19","R$ 219.559,96"
"504","33","28467","CLIENTE 854","443423339114","964267","20220126","9","21018.56","923","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","817874","8","Original","0","20240513","95517.09","22349.6","74670.83","0","0","0","192537.52000000002","Aberta","Vencida",false,,"R$ 21.018,56","R$ 95.517,09","R$ 22.349,60","R$ 74.670,83","R$ 192.537,52"
"504","33","28467","CLIENTE 854","443423339114","964267","20220126","9","21018.56","923","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","817874","9","Original","0","20230612","62863.57","27768.12","37529.77","0","0","0","128161.45999999999","Aberta","Vencida",false,,"R$ 21.018,56","R$ 62.863,57","R$ 27.768,12","R$ 37.529,77","R$ 128.161,46"
"504","33","28467","CLIENTE 854","443423339114","964267","20220126","9","21018.56","923","CDC PESSOA JURIDICA","13","CRÉDITO DIRETO AO CONSUMIDOR","817874","10","Original","0","20220623","19058.87","23952.17","14105.75","0","0","0","57116.78999999999","Aberta","Vencida",false,,"R$ 21.018,56","R$ 19.058,87","R$ 23.952,17","R$ 14.105,75","R$ 57.116,79"
"1842","15","72118","CLIENTE 855","686190529301","61344","20240907","8","27878.76","1622","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","244539","2","Original","0","20230809","40138.01","85928.49","65153.36","0","0","0","191219.86","Aberta","Vencida",false,,"R$ 27.878,76","R$ 40.138,01","R$ 85.928,49","R$ 65.153,36","R$ 191.219,86"
"1842","15","72118","CLIENTE 855","686190529301","61344","20240907","8","27878.76","1622","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","244539","3","Original","0","20220104","3912.34","27276.23","99264.13","0","0","0","130452.70000000001","Aberta","Vencida",false,,"R$ 27.878,76","R$ 3.912,34","R$ 27.276,23","R$ 99.264,13","R$ 130.452,70"
"1842","15","72118","CLIENTE 855","686190529301","61344","20240907","8","27878.76","1622","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","244539","4","Original","0","20220619","18658.13","90159.09","95798.04","0","0","0","204615.26","Aberta","Vencida",false,,"R$ 27.878,76","R$ 18.658,13","R$ 90.159,09","R$ 95.798,04","R$ 204.615,26"
"1842","15","72118","CLIENTE 855","686190529301","61344","20240907","8","27878.76","1622","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","244539","5","Original","0","20231102","83355.14","32227.61","53860.3","0","0","0","169443.05","Aberta","Vencida",false,,"R$ 27.878,76","R$ 83.355,14","R$ 32.227,61","R$ 53.860,30","R$ 169.443,05"
"1842","15","72118","CLIENTE 855","686190529301","61344","20240907","8","27878.76","1622","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","244539","6","Original","0","20230202","33110.78","88447.33","44590.21","0","0","0","166148.32","Aberta","Vencida",false,,"R$ 27.878,76","R$ 33.110,78","R$ 88.447,33","R$ 44.590,21","R$ 166.148,32"
"1842","15","72118","CLIENTE 855","686190529301","61344","20240907","8","27878.76","1622","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","244539","7","Original","0","20240913","50604.94","12048.94","13033.08","0","0","0","75686.96","Aberta","Vencida",false,,"R$ 27.878,76","R$ 50.604,94","R$ 12.048,94","R$ 13.033,08","R$ 75.686,96"
"1842","15","72118","CLIENTE 855","686190529301","61344","20240907","8","27878.76","1622","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","244539","8","Original","0","20231125","74930.81","17053.35","31.34","0","0","0","92015.5","Aberta","Vencida",false,,"R$ 27.878,76","R$ 74.930,81","R$ 17.053,35","R$ 31,34","R$ 92.015,50"
"1842","15","72118","CLIENTE 855","686190529301","61344","20240907","8","27878.76","1622","CDC PESSOA JURIDICA","7","CRÉDITO DIRETO AO CONSUMIDOR","244539","9","Original","0","20220219","93740.51","93693.69","83649.24","0","0","0","271083.44","Aberta","Vencida",false,,"R$ 27.878,76","R$ 93.740,51","R$ 93.693,69","R$ 83.649,24","R$ 271.083,44"
"568","3","81568","CLIENTE 856","172289842253","778336","20220828","3","63228.86","1970","CDC PESSOA JURIDICA","20","CRÉDITO DIRETO AO CONSUMIDOR","431798","2","Original","0","20241015","22551.27","74407.78","3285.94","0","0","0","100244.99","Aberta","Vencida",false,,"R$ 63.228,86","R$ 22.551,27","R$ 74.407,78","R$ 3.285,94","R$ 100.244,99"
"568","3","81568","CLIENTE 856","172289842253","778336","20220828","3","63228.86","1970","CDC PESSOA JURIDICA","20","CRÉDITO DIRETO AO CONSUMIDOR","431798","3","Original","0","20240823","11574.52","41829.03","15731.54","0","0","0","69135.09","Aberta","Vencida",false,,"R$ 63.228,86","R$ 11.574,52","R$ 41.829,03","R$ 15.731,54","R$ 69.135,09"
"568","3","81568","CLIENTE 856","172289842253","778336","20220828","3","63228.86","1970","CDC PESSOA JURIDICA","20","CRÉDITO DIRETO AO CONSUMIDOR","431798","4","Original","0","20230313","74473.53","60741.73","28600.75","0","0","0","163816.01","Aberta","Vencida",false,,"R$ 63.228,86","R$ 74.473,53","R$ 60.741,73","R$ 28.600,75","R$ 163.816,01"
"644","9","57196","CLIENTE 857","347033248121","473664","20240304","7","69941.24","994","CDC PESSOA JURIDICA","15","CRÉDITO DIRETO AO CONSUMIDOR","7082","2","Original","0","20240919","84467.12","77144.6","56883.65","0","0","0","218495.37","Aberta","Vencida",false,,"R$ 69.941,24","R$ 84.467,12","R$ 77.144,60","R$ 56.883,65","R$ 218.495,37"
"644","9","57196","CLIENTE 857","347033248121","473664","20240304","7","69941.24","994","CDC PESSOA JURIDICA","15","CRÉDITO DIRETO AO CONSUMIDOR","7082","3","Original","0","20240305","46663.78","94041.86","77484.63","0","0","0","218190.27000000002","Aberta","Vencida",false,,"R$ 69.941,24","R$ 46.663,78","R$ 94.041,86","R$ 77.484,63","R$ 218.190,27"
